target_drug,n_target_inits,n_control_inits,percent_balanced,target_risk,target_CI_low,target_CI_up,control_risk,control_CI_low,control_CI_up,risk_diff,risk_diff_CI_low,risk_diff_CI_up,pvalue,risk_ratio,risk_ratio_CI_low,risk_ratio_CI_up
R06AX13,132,7920,100,56.3,52.72,57.68,43.4,29.36,56.5,12.89,-0.91,25.61,0.064,0.77,0.53,1.02
R06AX27,232,7800,100,56.57,53.6,58,53.52,42.3,63.99,3.06,-8.11,13.8,0.570,0.95,0.75,1.15
S01AA01,2152,4661,100,59.21,56.8,61.49,61.95,59.15,65.09,-2.75,-6.25,0.62,0.110,1.05,0.99,1.11
S01AA13,788,5658,100,61.31,59.62,63.63,66.03,61.45,70.51,-4.72,-9.13,0.36,0.068,1.08,0.99,1.15
S01AA30,161,5957,100,61.45,56.81,63.36,61.15,48.56,72.56,0.3,-11.31,11.28,0.976,1,0.81,1.19
S01BA01,531,7321,96.55,59.65,57.91,63.69,49.74,43.84,60.69,9.91,1.31,16.95,0.030,0.83,0.72,0.98
S01BA04,185,7504,100,62.23,58.75,63.74,60.4,49.15,70.23,1.83,-8.39,12.89,0.680,0.97,0.79,1.14
S01BC03,346,7331,100,61.52,59.06,63.28,65.64,58.7,71.61,-4.12,-10.17,3.1,0.296,1.07,0.95,1.17
S01BC10,459,6014,93.1,60.8,57.97,62.53,49.17,42.78,56.3,11.64,4.34,18.22,<0.001,0.81,0.7,0.93
S01BC11,142,5098,93.1,60.13,57.1,63.1,84.5,54.12,99.47,-24.36,-39.68,6.75,0.138,1.41,0.89,1.67
S01CA01,1455,6185,100,61.56,59.08,63.26,61.17,57.66,64.99,0.39,-4.28,3.74,0.988,0.99,0.94,1.07
S01ED01,117,8489,96.55,61.29,56.76,62.58,67.73,51.38,81.22,-6.44,-21.19,9.05,0.402,1.11,0.85,1.35
S01ED51,169,8335,82.76,61.35,57.09,62.3,55.61,33.16,72.48,5.74,-13.89,27.95,0.734,0.91,0.54,1.24
S01EE01,164,8385,93.1,60.94,57.66,62.53,62.98,48.6,77.9,-2.04,-17.5,12.63,0.656,1.03,0.79,1.29
S01GX02,186,8784,100,62.5,58.23,63.93,68.91,53.43,78.4,-6.42,-17.6,8.97,0.492,1.1,0.86,1.29
S01XA20,1026,7481,100,61.47,59.81,63.19,64.4,58.94,69.58,-2.93,-8.23,2.48,0.250,1.05,0.96,1.14
S03CA01,119,8833,100,62.47,58.02,63.58,60.18,37.4,72.97,2.3,-12.06,22.96,0.774,0.96,0.62,1.2
S03CA04,445,8602,100,62.53,59.26,64.02,63.95,57.51,70.54,-1.41,-8.28,5.28,0.592,1.02,0.91,1.14
V08AA01,164,54,24.14,65.68,45.26,90.48,50.41,37.57,72.49,15.27,-15.09,41.52,0.286,0.77,0.5,1.32
V08BA01,101,113,100,54.98,39.97,72.02,58.72,39.85,79.75,-3.73,-29.95,20.42,0.788,1.07,0.68,1.7
