target_drug,n_target_inits,n_control_inits,percent_balanced,target_risk,target_CI_low,target_CI_up,control_risk,control_CI_low,control_CI_up,risk_diff,risk_diff_CI_low,risk_diff_CI_up,pvalue,risk_ratio,risk_ratio_CI_low,risk_ratio_CI_up
G04CA02,742,4109,75.86,40.53,22.6,65.24,48.96,46.23,51.03,8.43,-15.9,25.65,0.616,0.83,0.47,1.32
G04CA52,394,3456,93.1,64.02,50.18,75,47.16,44.3,50.34,-16.86,-28.46,-2.25,0.018,1.36,1.05,1.62
G04CB01,282,4505,89.66,49.1,40.14,59.53,48.52,46.17,50.57,-0.58,-11.48,8.4,0.880,1.01,0.83,1.24
H02AA02,117,366,96.55,90.59,75.57,97.65,55.6,48.71,62.42,-34.99,-45.01,-18.03,0.006,1.63,1.3,1.9
H02AB06,1387,307,100,60.83,57.44,64.48,57.93,49.37,66.49,-2.9,-11.28,6.49,0.490,1.05,0.9,1.23
H03AA01,175,1738,100,46.04,37.2,54.32,64.31,61.35,67.81,18.27,9.55,27.38,<0.001,0.72,0.58,0.85
J01AA02,1253,10000,100,61.05,58.03,64.32,63.09,62.28,64.97,2.03,-1.16,6,0.184,0.97,0.91,1.02
J01CA04,1715,9395,100,62.84,59.66,65.98,62.36,61.22,63.74,-0.48,-3.56,2.91,0.880,1.01,0.95,1.06
J01CA08,3089,6811,100,67.94,65.27,70.18,59.4,58.1,61.34,-8.54,-10.96,-5.4,0.002,1.14,1.09,1.19
J01CE02,3119,8385,100,57.12,55.11,59.07,62.35,60.54,63.38,5.22,2.6,7.21,<0.001,0.92,0.88,0.96
J01CF01,1319,10000,100,62.35,58.75,65.89,63.26,61.86,64.41,0.91,-2.88,4.43,0.630,0.99,0.93,1.05
J01DB01,277,10000,100,69.04,62.54,75.39,62.49,61.83,64.35,-6.55,-12.09,0.87,0.092,1.1,0.99,1.19
J01EA01,1559,10000,100,69.64,66.68,73.07,60.14,59.4,62.2,-9.5,-12.18,-5.72,0.002,1.16,1.09,1.2
